family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,name
Acanthaceae,Ruellia,phyllocalyx,Lindau,tax. nov.,spec.,FALSE,"Bull. Herb. Boissier ser. 2, 4: 320. 1904 ",Bull. Herb. Boissier,1904,"ser. 2, 4: 320",573-2,FALSE,NA,NA,NA,NA,Peru &amp; Brazil,NA,224247-2,TRUE,NA,NA,NA,NA,Ruellia_phyllocalyx
Acanthaceae,Ruellia,scandens,Lindau,tax. nov.,spec.,FALSE,Notizbl. Königl. Bot. Gart. Berlin 6: 193. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,6: 193,3558-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,224278-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=193&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Ruellia_scandens
Acanthaceae,Ruellia,simplicicaulis,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 533. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 533,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,224285-2,FALSE,NA,NA,NA,NA,Ruellia_simplicicaulis
Acanthaceae,Ruellia,umbrosa,M.J.Silva,tax. nov.,spec.,FALSE,Phytotaxa 544(1): 82. 2022 [27 Apr 2022] [epublished],Phytotaxa,2022,544(1): 82,20011462-1,FALSE,holotype UFG;isotype CEN;isotype UB,M.J.Silva &amp; F.D.Santos,12547,29 May 2021,"Goiás (Brazil West-Central, Brazil, Southern America)","Niquelândia, Reserva Particular de Desenvolvimento Sustentável Legado Verdes do Cerrado, Núcleo Engenho, Área do Rio Traíras, Floresta Estacional, cerca de 120 metros a partir da entrada da trilha principal do rio Traíras, 626 m",77297448-1,TRUE,NA,27 Apr 2022,"doi:10.11646/phytotaxa.544.1.7 Etymology: 'The specific epithet “umbrosa” from Latin umbrosus, alluding to that the species grows in a shaded environment in a riparian forest'.",[epublished],Ruellia_umbrosa
Acanthaceae,Staurogyne,glutinosa,Lindau,tax. nov.,spec.,FALSE,Bull. Herb. Boissier 5: 644. 1897 ,Bull. Herb. Boissier,1897,5: 644,573-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,243606-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=644&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Staurogyne_glutinosa
Acanthaceae,Stenandrium,ornatum,Nees,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 11: 291. 1847 [25 Nov 1847] ,Prodr. [A. P. de Candolle],1847,11: 291,1051-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,244520-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/161226&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,25 Nov 1847,NA,NA,Stenandrium_ornatum
Acanthaceae,Tremacanthus,roberti,S.Moore,tax. nov.,spec.,FALSE,J. Bot. 42: 33. 1904 ,J. Bot.,1904,42: 33,678-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,256546-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/35302327&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Tremacanthus_roberti
Alismataceae,Echinodorus,austro-americanus,Rataj,tax. nov.,spec.,FALSE,"Darwiniana 16: 18, fig. 4. 1970 ",Darwiniana,1970,"16: 18, fig. 4",900-2,FALSE,NA,NA,NA,NA,"Peru, Bolivia, S. Brazil, Parag., Argent",NA,88148-2,TRUE,NA,NA,NA,NA,Echinodorus_austro-americanus
Alismataceae,Echinodorus,densinervis,Somogyi,tax. nov.,spec.,FALSE,Phyton (Horn) 51(1): 151 (149-152). 2011 [1 Jun 2011] ,Phyton (Horn),2011,51(1): 151 (149-152),2721-2,FALSE,holotype M 0088673;isotype BR 841048,Pohl,s.n.,NA,Brazil (Southern America),Brasilia,77112457-1,TRUE,NA,1 Jun 2011,NA,NA,Echinodorus_densinervis
Alismataceae,Echinodorus,horemani,Rataj,tax. nov.,spec.,FALSE,"Folia Geobot. Phytotax. 5: 214, fig. 1C. 1970 ",Folia Geobot. Phytotax.,1970,"5: 214, fig. 1C",1561-2,FALSE,NA,NA,NA,NA,"Paraná (Brazil, Southern America)",NA,88175-2,TRUE,NA,NA,NA,NA,Echinodorus_horemani
Alismataceae,Echinodorus,longistylis,Buchenau,tax. nov.,spec.,FALSE,Pflanzenr. (Engler) 15: 34. 1903 ,Pflanzenr. (Engler),1903,15: 34,3295-2,FALSE,NA,NA,NA,NA,British Guiana to Brazil,NA,88182-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1903&rft.spage=34&rft.volume=15&rft_id=http://www.biodiversitylibrary.org/bibliography/250&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Echinodorus_longistylis
Alstroemeriaceae,Alstroemeria,itatiacia,Ravenna,tax. nov.,spec.,FALSE,Onira 5(8): 38. 2000 [29 Dec 2000] ,Onira,2000,5(8): 38,10041-2,FALSE,holotype MBM;isotype HERB. RAVENNA,G.Hatschbach et al.,35834,NA,"Itatiaia, subida ao planalto, Rio de Janeiro (Brazil, Southern America)",NA,330408-2,FALSE,NA,29 Dec 2000,NA,NA,Alstroemeria_itatiacia
Alstroemeriaceae,Alstroemeria,nervosa,Ravenna,tax. nov.,spec.,FALSE,Onira 5(8): 39 (-40). 2000 [29 Dec 2000] ,Onira,2000,5(8): 39 (-40),10041-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,330410-2,FALSE,NA,29 Dec 2000,invalid; type not cited.,NA,Alstroemeria_nervosa
Amaranthaceae,Alternanthera,aphylla,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 565. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 565,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,10273-2,TRUE,NA,NA,NA,NA,Alternanthera_aphylla
Amaranthaceae,Alternanthera,bastosiana,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 565. 1911 Nomen subnudum,Bull. Soc. Bot. France,1911,58(Mém. 3f): 565,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,10290-2,TRUE,NA,NA,NA,Nomen subnudum,Alternanthera_bastosiana
Amaranthaceae,Alternanthera,glaziovii,R.E.Fr.,tax. nov.,spec.,FALSE,"Ark. Bot. 16, no. 13: 12, fig. 3. 1920 [14 Feb 1920] ",Ark. Bot.,1920,"16, no. 13: 12, fig. 3",536-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,10360-2,TRUE,NA,14 Feb 1920,NA,NA,Alternanthera_glaziovii
Amaranthaceae,Alternanthera,philoxerina,Suess.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 38: 303. 1934 ,Repert. Spec. Nov. Regni Veg.,1934,38: 303,788-2,FALSE,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,10428-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1934&rft.spage=303&rft.volume=38&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Alternanthera_philoxerina
Amaranthaceae,Alternanthera,pinheirensis,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 565. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 565,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,10438-2,TRUE,NA,NA,NA,NA,Alternanthera_pinheirensis
Amaranthaceae,Alternanthera,subumbellata,Suess.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 42: 55. 1937 ,Repert. Spec. Nov. Regni Veg.,1937,42: 55,788-2,FALSE,NA,NA,NA,NA,"Argentina (Misiones), Paraguay, Brazil (Minas Geraes)",NA,10481-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=55&rft.volume=42&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Alternanthera_subumbellata
Amaranthaceae,Amaranthus,desfontanii,Kov.,tax. nov.,spec.,FALSE,Nauch. Trud. Vissh Selskostop. Inst. Plovdiv 23(1): 51 (1978). ,Nauch. Trud. Vissh Selskostop. Inst. Plovdiv,1978,23(1): 51 (1978),NA,FALSE,NA,NA,NA,NA,Brazil?,NA,896070-1,TRUE,NA,1978,NA,NA,Amaranthus_desfontanii
Amaranthaceae,Bucholzia,philoxeroides,Mart.,tax. nov.,spec.,FALSE,Beitr. Amarantac. 107. 1825 Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 315.  1826,Beitr. Amarantac.,1825,107,17683-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,37673-2,TRUE,NA,NA,NA,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 315.  1826,Bucholzia_philoxeroides
Amaranthaceae,Celosia,salicifolia,Lopr.,tax. nov.,spec.,FALSE,"Malpighia 14: 428. 1900 Engl. Bot. Jahrb. 30, Beibl. 67: 35. 1901",Malpighia,1900,14: 428,707-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,51145-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.spage=428&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/48603&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,"Engl. Bot. Jahrb. 30, Beibl. 67: 35. 1901",Celosia_salicifolia
Amaranthaceae,Chamissoa,blanchettii,Moq.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 13(2): 251. 1849 [5 May 1849] ,Prodr. [A. P. de Candolle],1849,13(2): 251,1051-2,FALSE,lectotype BM,J.S.Blanchet,3576,NA,Brazil (Southern America),NA,55498-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/159246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,5 May 1849,NA,NA,Chamissoa_blanchettii
Amaranthaceae,Chamissoa,frondosa,Hashim.,tax. nov.,spec.,FALSE,"Rodriguésia 13, no. 25:[263], tab. 1. 1951 ",Rodriguésia,1951,"13, no. 25:[263], tab. 1",1167-2,FALSE,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,55501-2,TRUE,NA,NA,NA,NA,Chamissoa_frondosa
Amaranthaceae,Chlamyphorus,obvallatus,Klatt,tax. nov.,spec.,FALSE,Leopoldina 25: 107. 1889 ,Leopoldina,1889,25: 107,1248-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,56703-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=107&rft.volume=25&rft_id=http://www.biodiversitylibrary.org/bibliography/3921&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Chlamyphorus_obvallatus
Amaranthaceae,Gomphrena,anti-lethargica,Silveira,tax. nov.,spec.,FALSE,"Floral. Mont. 2: 41, tab. 19, 20. 1931 ",Floral. Mont.,1931,"2: 41, tab. 19, 20",5697-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,111864-2,TRUE,NA,NA,NA,NA,Gomphrena_anti-lethargica
Amaranthaceae,Gomphrena,aquatica,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 567. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 567,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,111867-2,FALSE,NA,NA,NA,NA,Gomphrena_aquatica
Amaranthaceae,Gomphrena,brasiliana,L.,tax. nov.,spec.,FALSE,Cent. Pl. II. 13. 1756 [2 Jun 1756] ,Cent. Pl. II.,1756,13,5339-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,111876-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1756&rft.spage=13&rft_id=http://www.biodiversitylibrary.org/bibliography/51985&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,2 Jun 1756,"The LT. information is from Kellogg (in Howard, Fl. Lesser Antilles 4(1): 148. 1988)",NA,Gomphrena_brasiliana
Amaranthaceae,Gomphrena,depauperata,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 58(Mém. 3f): 567. 1911 ,Bull. Soc. Bot. France,1911,58(Mém. 3f): 567,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,111916-2,FALSE,NA,NA,NA,NA,Gomphrena_depauperata
Amaranthaceae,Gomphrena,equisetiformis,R.E.Fr.,tax. nov.,spec.,FALSE,"Ark. Bot. 16, no. 13: 16, pl. 1. 1920 [14 Feb 1920] ",Ark. Bot.,1920,"16, no. 13: 16, pl. 1",536-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,111935-2,TRUE,NA,14 Feb 1920,NA,NA,Gomphrena_equisetiformis
Amaranthaceae,Gomphrena,mariae,S.Moore,tax. nov.,spec.,FALSE,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 444. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 444",1084-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,111991-2,TRUE,NA,NA,NA,NA,Gomphrena_mariae
Amaranthaceae,Gomphrena,vermicularis,L.,tax. nov.,spec.,FALSE,Sp. Pl. 1: 224. 1753 [1 May 1753] ,Sp. Pl.,1753,1: 224,1071-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,112125-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1753&rft.spage=224&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 May 1753,NA,NA,Gomphrena_vermicularis
Amaranthaceae,Hebanthe,philippo-coburgii,Zahlbr. in Wawra,tax. nov.,spec.,FALSE,"Itin. Princ. S. Coburgi 2: 57, pl. 10. 1888 ",Itin. Princ. S. Coburgi,1888,"2: 57, pl. 10",14558-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,118168-2,TRUE,NA,NA,NA,NA,Hebanthe_philippo-coburgii
Amaranthaceae,Mogiphanes,ramosissima,Mart.,tax. nov.,spec.,FALSE,Nov. Gen. Sp. Pl. (Martius) 2(1): 31. 1826 [Apr-Jun 1826] ,Nov. Gen. Sp. Pl. (Martius),1826,2(1): 31,16214-2,FALSE,NA,C.F.P.Martius,s.n.,NA,Brazil (Southern America),NA,162971-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=1&rft.spage=31&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Apr-Jun 1826,NA,NA,Mogiphanes_ramosissima
Amaranthaceae,Telanthera,bettzickiana,Regel,tax. nov.,spec.,FALSE,Index Seminum [St.Petersburg (Petropolitanus)] 28 (Jan 1862). ,Index Seminum [St.Petersburg (Petropolitanus)],1862,28 (Jan 1862),978-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,61458-1,TRUE,NA,NA,"also published in Gartenflora, 11: 178 (May 1862)",NA,Telanthera_bettzickiana
Amaranthaceae,Telanthera,geniculata,S.Moore,tax. nov.,spec.,FALSE,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 443. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 443",1084-2,FALSE,holotype BM,S.L.Moore,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,288907-2,TRUE,NA,NA,[Gandhi 6 Feb 1998; type],NA,Telanthera_geniculata
Amaranthaceae,Trommsdorffia,argentata,Mart.,tax. nov.,spec.,FALSE,Nov. Gen. Sp. Pl. (Martius) 2(1): 40. 1826 [Apr-Jun 1826] ,Nov. Gen. Sp. Pl. (Martius),1826,2(1): 40,16214-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,316104-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=1&rft.spage=40&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Apr-Jun 1826,"[Gandhi 5 Aug 1998] According to Holub (Preslia 70: 181.¹1998), Martius published this name in: Beitr. Kenntnis Fam.¹Amaranthaceae, 130, Bonn 1825.",NA,Trommsdorffia_argentata
Amaranthaceae,Trommsdorffia,aurata,Mart.,tax. nov.,spec.,FALSE,Nov. Gen. Sp. Pl. (Martius) 2(1): 41. 1826 [Apr-Jun 1826] ,Nov. Gen. Sp. Pl. (Martius),1826,2(1): 41,16214-2,FALSE,holotype M,C.F.P.Martius,NA,NA,"Rio Negro, Brazil (Southern America)",NA,303597-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=1&rft.spage=41&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Apr-Jun 1826,The generic name Trommsdorffia (Amaranthaceae) is a later homonym of¹Trommsdorffia (Asteraceae),NA,Trommsdorffia_aurata
Amaranthaceae,Trommsdorffia,pulverulenta,Mart.,tax. nov.,spec.,FALSE,"Nov. Gen. Sp. Pl. (Martius) 2(1): 40, t. 42. 1826 [Apr-Jun 1826] ",Nov. Gen. Sp. Pl. (Martius),1826,"2(1): 40, t. 42",16214-2,FALSE,holotype M,T.Haenke,NA,NA,Brazil (Southern America),NA,301053-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=1&rft.spage=40&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Apr-Jun 1826,"According to Holub (Preslia 70: 181. 1998), this name was¹published by Martius in Beitr. Kenntnis Fam. Amaranthaceae,¹131, Bonn 1825.",NA,Trommsdorffia_pulverulenta
Amaryllidaceae,Amaryllis,minasgerais,Traub,tax. nov.,spec.,FALSE,Pl. Life (Stanford) 14(1): 31. 1958 ,Pl. Life (Stanford),1958,14(1): 31,2727-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,10900-2,TRUE,NA,NA,NA,NA,Amaryllis_minasgerais
Amaryllidaceae,Amaryllis,symonii,N.Funck,tax. nov.,spec.,FALSE,"Jorn. Hort. Prat. ser. 2, 3: 242, t. 20. 1859 ",Jorn. Hort. Prat.,1859,"ser. 2, 3: 242, t. 20",19987-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,63049-1,TRUE,NA,NA,NA,NA,Amaryllis_symonii
Amaryllidaceae,Zephyranthes,pseudocolchicum,Kraenzl.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 13: 118. 1914 ,Repert. Spec. Nov. Regni Veg.,1914,13: 118,788-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,270981-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/353393&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Zephyranthes_pseudocolchicum
Anacardiaceae,Anacardium,braziliense,Barb.Rodr.,tax. nov.,spec.,FALSE,Expl. Rios Urubú Jatapú 28. 1875 ,Expl. Rios Urubú Jatapú,1875,28,20042346-1,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,69169-1,TRUE,NA,NA,NA,NA,Anacardium_braziliense
Anacardiaceae,Anacardium,curatellifolium,A.St.-Hil.,tax. nov.,spec.,FALSE,Ann. Sci. Nat. (Paris) 23: 272. 1831 ,Ann. Sci. Nat. (Paris),1831,23: 272,842-2,FALSE,lectotype P,A.F.C.P.de Saint-Hilaire,854,NA,Brazil (Southern America),NA,272097-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1831&rft.spage=272&rft.volume=23&rft_id=http://www.biodiversitylibrary.org/bibliography/6343&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Anacardium_curatellifolium
Anacardiaceae,Anacardium,mediterraneum,Vell.,tax. nov.,spec.,FALSE,Fl. Flumin. Icon. 4: t. 46. 1831 [1827 publ. 29 Oct 1831] ,Fl. Flumin. Icon.,1831,4: t. 46,12892-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,272100-2,TRUE,NA,1827 publ. 29 Oct 1831,NA,NA,Anacardium_mediterraneum
Anacardiaceae,Tapirira,fasciculata,Loes.,tax. nov.,spec.,FALSE,Flora 72: 76. 1889 as Topirira,Flora,1889,72: 76,648-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,249396-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=76&rft.volume=72&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,as Topirira,Tapirira_fasciculata
Anacardiaceae,Topirira,fasciculata,Loes.,tax. nov.,spec.,FALSE,Flora 72 (n. s. 47): 76. 1889 ,Flora,1889,72 (n. s. 47): 76,648-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,255090-2,TRUE,NA,NA,See Tapirira.,NA,Topirira_fasciculata
Annonaceae,Annona,falsifolia,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 52(Mém. 3[a]): 14. 1905 Nomen subnudum,Bull. Soc. Bot. France,1905,52(Mém. 3[a]): 14,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,14263-2,FALSE,NA,NA,As Anona,Nomen subnudum,Annona_falsifolia
Annonaceae,Annona,geraensis,Barb.Rodr.,tax. nov.,spec.,FALSE,"Pl. Jard. Rio de Janeiro 6: 1, pl. 1. 1898 ",Pl. Jard. Rio de Janeiro,1898,"6: 1, pl. 1",3655-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,14267-2,TRUE,NA,NA,As Anona,NA,Annona_geraensis
Annonaceae,Annona,jenmanii,Saff.,tax. nov.,spec.,FALSE,"Contr. U.S. Natl. Herb. 16: 267, pl. 87. 1913 ",Contr. U.S. Natl. Herb.,1913,"16: 267, pl. 87",605-2,FALSE,NA,NA,NA,NA,"British Guiana, Brazil",NA,14287-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/372147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Annona_jenmanii
Annonaceae,Annona,membranacea,R.E.Fr.,tax. nov.,spec.,FALSE,"Acta Horti Berg. 13: 115, fig. 2a. 1945 ",Acta Horti Berg.,1945,"13: 115, fig. 2a",1647-2,FALSE,NA,NA,NA,NA,"Maranhao (Brazil, Southern America)",NA,14302-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1945&rft.spage=115&rft.volume=13&rft_id=http://www.biodiversitylibrary.org/bibliography/16348&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Annona_membranacea
Annonaceae,Annona,rodriguesii,Barb.Rodr.,tax. nov.,spec.,FALSE,"Pl. Jard. Rio de Janeiro 4: 1, pl. 1. 1894 ",Pl. Jard. Rio de Janeiro,1894,"4: 1, pl. 1",3655-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,14339-2,TRUE,NA,NA,As Anona,NA,Annona_rodriguesii
Annonaceae,Annona,sanctae-crusis,S.Moore,tax. nov.,spec.,FALSE,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 305. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 305",1084-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,14344-2,FALSE,NA,NA,As Anona,NA,Annona_sanctae-crusis
Annonaceae,Annona,walkeri,S.Moore,tax. nov.,spec.,FALSE,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 304. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 304",1084-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,14368-2,TRUE,NA,NA,As Anona,NA,Annona_walkeri
Annonaceae,Cymbopetalum,coriaceum,N.A.Murray,tax. nov.,spec.,FALSE,Syst. Bot. Monogr. 40: 67. 1993 ; Revis. Cymbopetalum & Porcelia (Annonac.),Syst. Bot. Monogr.,1993,40: 67,2970-2,FALSE,NA,NA,NA,NA,Ecuador;Brazil North (Amazonas).;,NA,975791-1,TRUE,NA,1993,NA,Revis. Cymbopetalum & Porcelia (Annonac.),Cymbopetalum_coriaceum
Annonaceae,Duguetia,hemmendorffii,R.E.Fr.,tax. nov.,spec.,FALSE,Acta Horti Berg. 12: 37. 1934 ,Acta Horti Berg.,1934,12: 37,1647-2,FALSE,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,85705-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1934&rft.spage=37&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/16348&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,"[Gandhi; Ping He & Maas, Bol. Mus. Para. Emilio Goeldi,¹n.s., Bot. 9: 151. 1994]",NA,Duguetia_hemmendorffii
Annonaceae,Duguetia,sancticarolii,Maas,tax. nov.,spec.,FALSE,Bot. Jahrb. Syst. 118(2): 217. 1996 [5 Jul 1996] ,Bot. Jahrb. Syst.,1996,118(2): 217,553-2,FALSE,NA,NA,NA,NA,Venezuela;Brazil North (Amazonas).;,NA,989964-1,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1996&rft.issue=2&rft.spage=217&rft.volume=118&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,5 Jul 1996,NA,NA,Duguetia_sancticarolii
